SampleID,PubID,RefID,Populations,Reference,Nationality,Time
O2.UC17-2,O2.UC17-2,O2.UC17,E,Ref 10,Spanish,stool1
O2.UC18-0,O2.UC18-0,O2.UC18,E,Ref 2,Spanish,stool1
O2.UC18-1,O2.UC18-1,O2.UC18,E,Current study,Spanish,stool1
O2.UC18-2,O2.UC18-2,O2.UC18,E,Ref 10,Spanish,stool1
O2.UC19-0,O2.UC19-0,O2.UC19,E,Ref 2,Spanish,stool1
O2.UC19-1,O2.UC19-1,O2.UC19,E,Current study,Spanish,stool1
O2.UC19-2,O2.UC19-2,O2.UC19,E,Ref 10,Spanish,stool1
O2.UC2-0,O2.UC2-0,O2.UC2,E,Ref 10,Spanish,stool1
O2.UC20-0,O2.UC20-0,O2.UC20,E,Ref 2,Spanish,stool1
O2.UC20-1,O2.UC20-1,O2.UC20,E,Current study,Spanish,stool1
O2.UC20-2,O2.UC20-2,O2.UC20,E,Ref 10,Spanish,stool1
O2.UC2-1,O2.UC2-1,O2.UC2,E,Current study,Spanish,stool1
O2.UC21-0,O2.UC21-0,O2.UC21,E,Ref 2,Spanish,stool1
O2.UC21-1,O2.UC21-1,O2.UC21,E,Current study,Spanish,stool1
O2.UC21-2,O2.UC21-2,O2.UC21,E,Ref 10,Spanish,stool1
O2.UC2-2,O2.UC2-2,O2.UC2,E,Ref 10,Spanish,stool1
O2.UC22-0,O2.UC22-0,O2.UC22,E,Ref 2,Spanish,stool1
O2.UC22-1,O2.UC22-1,O2.UC22,E,Current study,Spanish,stool1
O2.UC22-2,O2.UC22-2,O2.UC22,E,Ref 10,Spanish,stool1
O2.UC23-0,O2.UC23-0,O2.UC23,E,Ref 2,Spanish,stool1
O2.UC23-1,O2.UC23-1,O2.UC23,E,Current study,Spanish,stool1
O2.UC23-2,O2.UC23-2,O2.UC23,E,Ref 10,Spanish,stool1
O2.UC24-0,O2.UC24-0,O2.UC24,E,Ref 2,Spanish,stool1
O2.UC24-1,O2.UC24-1,O2.UC24,E,Current study,Spanish,stool1
O2.UC24-2,O2.UC24-2,O2.UC24,E,Ref 10,Spanish,stool1
O2.UC26-0,O2.UC26-0,O2.UC26,E,Ref 10,Spanish,stool1
O2.UC26-1,O2.UC26-1,O2.UC26,E,Current study,Spanish,stool1
O2.UC26-2,O2.UC26-2,O2.UC26,E,Ref 10,Spanish,stool1
O2.UC27-0,O2.UC27-0,O2.UC27,E,Ref 10,Spanish,stool1
O2.UC27-1,O2.UC27-1,O2.UC27,E,Current study,Spanish,stool1
O2.UC27-2,O2.UC27-2,O2.UC27,E,Ref 10,Spanish,stool1
O2.UC28-0,O2.UC28-0,O2.UC28,E,Current study,Spanish,stool1
O2.UC28-1,O2.UC28-1,O2.UC28,E,Current study,Spanish,stool1
O2.UC28-2,O2.UC28-2,O2.UC28,E,Current study,Spanish,stool1
O2.UC29-0,O2.UC29-0,O2.UC29,E,Ref 10,Spanish,stool1
O2.UC29-1,O2.UC29-1,O2.UC29,E,Current study,Spanish,stool1
O2.UC29-2,O2.UC29-2,O2.UC29,E,Ref 10,Spanish,stool1
O2.UC3-0,O2.UC3-0,O2.UC3,E,Ref 10,Spanish,stool1
O2.UC30-0,O2.UC30-0,O2.UC30,E,Ref 10,Spanish,stool1
O2.UC30-1,O2.UC30-1,O2.UC30,E,Current study,Spanish,stool1
O2.UC30-2,O2.UC30-2,O2.UC30,E,Ref 10,Spanish,stool1
O2.UC3-1,O2.UC3-1,O2.UC3,E,Current study,Spanish,stool1
O2.UC31-0,O2.UC31-0,O2.UC31,E,Ref 10,Spanish,stool1
O2.UC31-1,O2.UC31-1,O2.UC31,E,Current study,Spanish,stool1
O2.UC31-2,O2.UC31-2,O2.UC31,E,Ref 10,Spanish,stool1
O2.UC3-2,O2.UC3-2,O2.UC3,E,Ref 10,Spanish,stool1
O2.UC32-0,O2.UC32-0,O2.UC32,E,Ref 10,Spanish,stool1
O2.UC32-1,O2.UC32-1,O2.UC32,E,Current study,Spanish,stool1
O2.UC32-2,O2.UC32-2,O2.UC32,E,Ref 10,Spanish,stool1
O2.UC34-0,O2.UC34-0,O2.UC34,E,Ref 10,Spanish,stool1
O2.UC34-2,O2.UC34-2,O2.UC34,E,Ref 10,Spanish,stool1
O2.UC35-0,O2.UC35-0,O2.UC35,E,Ref 10,Spanish,stool1
O2.UC35-1,O2.UC35-1,O2.UC35,E,Current study,Spanish,stool1
O2.UC35-2,O2.UC35-2,O2.UC35,E,Ref 10,Spanish,stool1
O2.UC36-0,O2.UC36-0,O2.UC36,E,Current study,Spanish,stool1
O2.UC36-1,O2.UC36-1,O2.UC36,E,Current study,Spanish,stool1
O2.UC36-2,O2.UC36-2,O2.UC36,E,Ref 10,Spanish,stool1
O2.UC37-0,O2.UC37-0,O2.UC37,E,Ref 10,Spanish,stool1
O2.UC37-1,O2.UC37-1,O2.UC37,E,Current study,Spanish,stool1
O2.UC37-2,O2.UC37-2,O2.UC37,E,Ref 10,Spanish,stool1
O2.UC38-0,O2.UC38-0,O2.UC38,E,Ref 10,Spanish,stool1
O2.UC38-1,O2.UC38-1,O2.UC38,E,Current study,Spanish,stool1
O2.UC38-2,O2.UC38-2,O2.UC38,E,Ref 10,Spanish,stool1
O2.UC4-0,O2.UC4-0,O2.UC4,E,Ref 2,Spanish,stool1
O2.UC40-0,O2.UC40-0,O2.UC40,E,Ref 10,Spanish,stool1
O2.UC40-1,O2.UC40-1,O2.UC40,E,Current study,Spanish,stool1
O2.UC40-2,O2.UC40-2,O2.UC40,E,Ref 10,Spanish,stool1
O2.UC4-1,O2.UC4-1,O2.UC4,E,Current study,Spanish,stool1
O2.UC41-0,O2.UC41-0,O2.UC41,E,Ref 10,Spanish,stool1
O2.UC41-1,O2.UC41-1,O2.UC41,E,Current study,Spanish,stool1
O2.UC41-2,O2.UC41-2,O2.UC41,E,Ref 10,Spanish,stool1
O2.UC4-2,O2.UC4-2,O2.UC4,E,Ref 10,Spanish,stool1
O2.UC43-0,O2.UC43-0,O2.UC43,E,Ref 10,Spanish,stool1
O2.UC43-1,O2.UC43-1,O2.UC43,E,Current study,Spanish,stool1
O2.UC43-2,O2.UC43-2,O2.UC43,E,Ref 10,Spanish,stool1
O2.UC44-0,O2.UC44-0,O2.UC44,E,Ref 10,Spanish,stool1
O2.UC44-1,O2.UC44-1,O2.UC44,E,Current study,Spanish,stool1
O2.UC44-2,O2.UC44-2,O2.UC44,E,Ref 10,Spanish,stool1
O2.UC46-0,O2.UC46-0,O2.UC46,E,Ref 10,Spanish,stool1
O2.UC46-1,O2.UC46-1,O2.UC46,E,Current study,Spanish,stool1
O2.UC46-2,O2.UC46-2,O2.UC46,E,Ref 10,Spanish,stool1
O2.UC47-0,O2.UC47-0,O2.UC47,E,Ref 10,Spanish,stool1
O2.UC47-1,O2.UC47-1,O2.UC47,E,Current study,Spanish,stool1
O2.UC47-2,O2.UC47-2,O2.UC47,E,Ref 10,Spanish,stool1
O2.UC48-0,O2.UC48-0,O2.UC48,E,Ref 10,Spanish,stool1
O2.UC48-1,O2.UC48-1,O2.UC48,E,Current study,Spanish,stool1
O2.UC48-2,O2.UC48-2,O2.UC48,E,Ref 10,Spanish,stool1
O2.UC49-0,O2.UC49-0,O2.UC49,E,Ref 10,Spanish,stool1
O2.UC49-2,O2.UC49-2,O2.UC49,E,Ref 10,Spanish,stool1
O2.UC5-0,O2.UC5-0,O2.UC5,E,Ref 10,Spanish,stool1
O2.UC50-0,O2.UC50-0,O2.UC50,E,Ref 10,Spanish,stool1
O2.UC50-2,O2.UC50-2,O2.UC50,E,Ref 10,Spanish,stool1
O2.UC5-1,O2.UC5-1,O2.UC5,E,Current study,Spanish,stool1
O2.UC51-0,O2.UC51-0,O2.UC51,E,Ref 10,Spanish,stool1
O2.UC51-2,O2.UC51-2,O2.UC51,E,Ref 10,Spanish,stool1
O2.UC5-2,O2.UC5-2,O2.UC5,E,Ref 10,Spanish,stool1
O2.UC52-0,O2.UC52-0,O2.UC52,E,Ref 10,Spanish,stool1
O2.UC52-2,O2.UC52-2,O2.UC52,E,Ref 10,Spanish,stool1
O2.UC53-0,O2.UC53-0,O2.UC53,E,Ref 10,Spanish,stool1
O2.UC53-2,O2.UC53-2,O2.UC53,E,Ref 10,Spanish,stool1
O2.UC54-0,O2.UC54-0,O2.UC54,E,Ref 10,Spanish,stool1
O2.UC54-2,O2.UC54-2,O2.UC54,E,Ref 10,Spanish,stool1
O2.UC55-0,O2.UC55-0,O2.UC55,E,Ref 10,Spanish,stool1
O2.UC55-2,O2.UC55-2,O2.UC55,E,Ref 10,Spanish,stool1
O2.UC56-0,O2.UC56-0,O2.UC56,E,Ref 10,Spanish,stool1
O2.UC56-2,O2.UC56-2,O2.UC56,E,Ref 10,Spanish,stool1
O2.UC57-0,O2.UC57-0,O2.UC57,E,Ref 10,Spanish,stool1
O2.UC57-2,O2.UC57-2,O2.UC57,E,Ref 10,Spanish,stool1
O2.UC58-0,O2.UC58-0,O2.UC58,E,Ref 10,Spanish,stool1
O2.UC58-2,O2.UC58-2,O2.UC58,E,Ref 10,Spanish,stool1
O2.UC59-0,O2.UC59-0,O2.UC59,E,Ref 10,Spanish,stool1
O2.UC59-2,O2.UC59-2,O2.UC59,E,Ref 10,Spanish,stool1
O2.UC6-0,O2.UC6-0,O2.UC6,E,Current study,Spanish,stool1
O2.UC60-0,O2.UC60-0,O2.UC60,E,Ref 10,Spanish,stool1
O2.UC60-2,O2.UC60-2,O2.UC60,E,Ref 10,Spanish,stool1
O2.UC6-1,O2.UC6-1,O2.UC6,E,Current study,Spanish,stool1
O2.UC6-2,O2.UC6-2,O2.UC6,E,Current study,Spanish,stool1
O2.UC7-0,O2.UC7-0,O2.UC7,E,Current study,Spanish,stool1
O2.UC7-1,O2.UC7-1,O2.UC7,E,Current study,Spanish,stool1
O2.UC8-0,O2.UC8-0,O2.UC8,E,Current study,Spanish,stool1
O2.UC8-1,O2.UC8-1,O2.UC8,E,Current study,Spanish,stool1
O2.UC8-2,O2.UC8-2,O2.UC8,E,Current study,Spanish,stool1
O2.UC9-0,O2.UC9-0,O2.UC9,E,Ref 10,Spanish,stool1
O2.UC9-1,O2.UC9-1,O2.UC9,E,Current study,Spanish,stool1
O2.UC9-2,O2.UC9-2,O2.UC9,E,Ref 10,Spanish,stool1
V1.CD1-0,V1.CD1-0,V1.CD1,E,Ref 2,Spanish,stool1
V1.CD10-0,V1.CD10-0,V1.CD10,E,Ref 10,Spanish,stool1
V1.CD1-0-PN,V1.CD1-0-PN,V1.CD1,E,Current study,Spanish,stool1
V1.CD1-0-PT,V1.CD-PT1-0,V1.CD1,E,Current study,Spanish,stool1
V1.CD11-0,V1.CD11-0,V1.CD11,E,Ref 2,Spanish,stool1
V1.CD12-0,V1.CD12-0,V1.CD12,E,Ref 2,Spanish,stool1
V1.CD12-3,V1.CD12-3,V1.CD12,E,Current study,Spanish,stool1
V1.CD13-0,V1.CD13-0,V1.CD13,E,Ref 2,Spanish,stool1
V1.CD1-3-PN,V1.CD1-3-PN,V1.CD1,E,Current study,Spanish,stool1
V1.CD14-0,V1.CD14-0,V1.CD14,E,Ref 2,Spanish,stool1
V1.CD15-0,V1.CD15-0,V1.CD15,E,Ref 2,Spanish,stool1
V1.CD15-3,V1.CD15-3,V1.CD15,E,Ref 10,Spanish,stool1
V1.CD16-0,V1.CD16-0,V1.CD16,E,Ref 10,Spanish,stool1
V1.CD17-0,V1.CD17-0,V1.CD17,E,Ref 10,Spanish,stool1
V1.CD17-4,V1.CD17-4,V1.CD17,E,Ref 10,Spanish,stool1
V1.CD18-0,V1.CD18-0,V1.CD18,E,Ref 10,Spanish,stool1
V1.CD18-3,V1.CD18-3,V1.CD18,E,Ref 10,Spanish,stool1
V1.CD19-0,V1.CD19-0,V1.CD19,E,Ref 10,Spanish,stool1
V1.CD2-0,V1.CD2-0,V1.CD2,E,Ref 2,Spanish,stool1
V1.CD20-0,V1.CD20-0,V1.CD20,E,Current study,Spanish,stool1
V1.CD20-4,V1.CD20-4,V1.CD20,E,Ref 10,Spanish,stool1
V1.CD2-0-PN,V1.CD2-0-PN,V1.CD2,E,Current study,Spanish,stool1
V1.CD2-0-PT,V1.CD-PT2-0,V1.CD2,E,Current study,Spanish,stool1
V1.CD21-0,V1.CD21-0,V1.CD21,E,Ref 10,Spanish,stool1
V1.CD21-4,V1.CD21-4,V1.CD21,E,Ref 10,Spanish,stool1
V1.CD22-0,V1.CD22-0,V1.CD22,E,Ref 10,Spanish,stool1
V1.CD24-0,V1.CD24-0,V1.CD24,E,Ref 10,Spanish,stool1
V1.CD25-0,V1.CD25-0,V1.CD25,E,Ref 10,Spanish,stool1
V1.CD25-4,V1.CD25-4,V1.CD25,E,Ref 10,Spanish,stool1
V1.CD27-0,V1.CD27-0,V1.CD27,E,Ref 10,Spanish,stool1
V1.CD28-0,V1.CD28-0,V1.CD28,E,Ref 10,Spanish,stool1
V1.CD29-0,V1.CD29-0,V1.CD29,E,Ref 10,Spanish,stool1
V1.CD3-0,V1.CD3-0,V1.CD3,E,Ref 2,Spanish,stool1
V1.CD30-0,V1.CD30-0,V1.CD30,E,Ref 10,Spanish,stool1
V1.CD3-0-PN,V1.CD3-0-PN,V1.CD3,E,Current study,Spanish,stool1
V1.CD3-0-PT,V1.CD-PT3-0,V1.CD3,E,Current study,Spanish,stool1
V1.CD31-0,V1.CD31-0,V1.CD31,E,Ref 10,Spanish,stool1
V1.CD32-0,V1.CD32-0,V1.CD32,E,Current study,Spanish,stool1
V1.CD32-4,V1.CD32-4,V1.CD32,E,Current study,Spanish,stool1
V1.CD3-3-PN,V1.CD3-3-PN,V1.CD3,E,Current study,Spanish,stool1
V1.CD34-0,V1.CD34-0,V1.CD34,E,Ref 10,Spanish,stool1
V1.CD35-0,V1.CD35-0,V1.CD35,E,Ref 10,Spanish,stool1
V1.CD35-1,V1.CD35-1,V1.CD35,E,Ref 10,Spanish,stool1
V1.CD36-0,V1.CD36-0,V1.CD36,E,Ref 10,Spanish,stool1
V1.CD37-4,V1.CD37-4,V1.CD37,E,Current study,Spanish,stool1
V1.CD38-0,V1.CD38-0,V1.CD38,E,Ref 10,Spanish,stool1
V1.CD4-0,V1.CD4-0,V1.CD4,E,Ref 2,Spanish,stool1
V1.CD40-0,V1.CD40-0,V1.CD40,E,Current study,Spanish,stool1
V1.CD4-0-PN,V1.CD4-0-PN,V1.CD4,E,Current study,Spanish,stool1
V1.CD4-0-PT,V1.CD-PT4-0,V1.CD4,E,Current study,Spanish,stool1
V1.CD41-0,V1.CD41-0,V1.CD41,E,Ref 10,Spanish,stool1
V1.CD42-0,V1.CD42-0,V1.CD42,E,Ref 10,Spanish,stool1
V1.CD43-0,V1.CD43-0,V1.CD43,E,Current study,Spanish,stool1
V1.CD44-0,V1.CD44-0,V1.CD44,E,Current study,Spanish,stool1
V1.CD44-4,V1.CD44-4,V1.CD44,E,Current study,Spanish,stool1
V1.CD45-0,V1.CD45-0,V1.CD45,E,Current study,Spanish,stool1
V1.CD46-0,V1.CD46-0,V1.CD46,E,Current study,Spanish,stool1
V1.CD48-0,V1.CD48-0,V1.CD48,E,Current study,Spanish,stool1
V1.CD49-0,V1.CD49-0,V1.CD49,E,Current study,Spanish,stool1
V1.CD50-0,V1.CD50-0,V1.CD50,E,Current study,Spanish,stool1
V1.CD5-0-PN,V1.CD5-0-PN,V1.CD5,E,Current study,Spanish,stool1
V1.CD51-0,V1.CD51-0,V1.CD51,E,Current study,Spanish,stool1
V1.CD52-0,V1.CD52-0,V1.CD52,E,Current study,Spanish,stool1
V1.CD53-0,V1.CD53-0,V1.CD53,E,Current study,Spanish,stool1
V1.CD54-0,V1.CD54-0,V1.CD54,E,Current study,Spanish,stool1
V1.CD55-0,V1.CD55-0,V1.CD55,E,Current study,Spanish,stool1
V1.CD6-0,V1.CD6-0,V1.CD6,E,Ref 2,Spanish,stool1
V1.CD6-0-PN,V1.CD6-0-PN,V1.CD6,E,Current study,Spanish,stool1
V1.CD6-0-PT,V1.CD-PT6-0,V1.CD6,E,Current study,Spanish,stool1
V1.CD6-4,V1.CD6-4,V1.CD6,E,Ref 10,Spanish,stool1
V1.CD7-0,V1.CD7-0,V1.CD7,E,Ref 10,Spanish,stool1
V1.CD7-0-PN,V1.CD7-0-PN,V1.CD7,E,Current study,Spanish,stool1
V1.CD7-4,V1.CD7-4,V1.CD7,E,Ref 10,Spanish,stool1
V1.CD8-0,V1.CD8-0,V1.CD8,E,Ref 2,Spanish,stool1
V1.CD8-0-PN,V1.CD8-0-PN,V1.CD8,E,Current study,Spanish,stool1
V1.CD9-0,V1.CD9-0,V1.CD9,E,Ref 2,Spanish,stool1
V1.FI01,V1.FI01,V1.FI01,E,Current study,Spanish,stool1
V1.FI02,V1.FI02,V1.FI02,E,Current study,Spanish,stool1
V1.FI03,V1.FI03,V1.FI03,E,Current study,Spanish,stool1
V1.FI04,V1.FI04,V1.FI04,E,Current study,Spanish,stool1
V1.FI05,V1.FI05,V1.FI05,E,Current study,Spanish,stool1
V1.FI06,V1.FI06,V1.FI06,E,Current study,Spanish,stool1
V1.FI07,V1.FI07,V1.FI07,E,Current study,Spanish,stool1
V1.FI08,V1.FI08,V1.FI08,E,Current study,Spanish,stool1
V1.FI09,V1.FI09,V1.FI09,E,Current study,Spanish,stool1
V1.FI10,V1.FI10,V1.FI10,E,Current study,Spanish,stool1
V1.FI11,V1.FI11,V1.FI11,E,Current study,Spanish,stool1
V1.FI12,V1.FI12,V1.FI12,E,Current study,Spanish,stool1
V1.FI13,V1.FI13,V1.FI13,E,Current study,Spanish,stool1
V1.FI14,V1.FI14,V1.FI14,E,Current study,Spanish,stool1
V1.FI15,V1.FI15,V1.FI15,E,Current study,Spanish,stool1
V1.FI16,V1.FI16,V1.FI16,E,Current study,Spanish,stool1
V1.FI17,V1.FI17,V1.FI17,E,Current study,Spanish,stool1
V1.FI18,V1.FI18,V1.FI18,E,Current study,Spanish,stool1
V1.FI19,V1.FI19,V1.FI19,E,Current study,Spanish,stool1
V1.FI20,V1.FI20,V1.FI20,E,Current study,Spanish,stool1
V1.FI21,V1.FI21,V1.FI21,E,Current study,Spanish,stool1
V1.FI22,V1.FI22,V1.FI22,E,Current study,Spanish,stool1
V1.FI23,V1.FI23,V1.FI23,E,Current study,Spanish,stool1
V1.FI24,V1.FI24,V1.FI24,E,Current study,Spanish,stool1
V1.FI25,V1.FI25,V1.FI25,E,Current study,Spanish,stool1
V1.FI26,V1.FI26,V1.FI26,E,Current study,Spanish,stool1
V1.FI27,V1.FI27,V1.FI27,E,Current study,Spanish,stool1
V1.FI28,V1.FI28,V1.FI28,E,Current study,Spanish,stool1
V1.FI29,V1.FI29,V1.FI29,E,Current study,Spanish,stool1
V1.FI30,V1.FI30,V1.FI30,E,Current study,Spanish,stool1
V1.FI31,V1.FI31,V1.FI31,E,Current study,Spanish,stool1
V1.FI32,V1.FI32,V1.FI32,E,Current study,Spanish,stool1
V1.FI33,V1.FI33,V1.FI33,E,Current study,Spanish,stool1
V1.FI34,V1.FI34,V1.FI34,E,Current study,Spanish,stool1
V1.FI35,V1.FI35,V1.FI35,E,Current study,Spanish,stool1
V1.FI36,V1.FI36,V1.FI36,E,Current study,Spanish,stool1
V1.FI37,V1.FI37,V1.FI37,E,Current study,Spanish,stool1
V1.UC1-0,V1.UC1-0,V1.UC1,E,Ref 10,Spanish,stool1
V1.UC10-0,V1.UC10-0,V1.UC10,E,Ref 2,Spanish,stool1
V1.UC10-2,V1.UC10-2,V1.UC10,E,Ref 10,Spanish,stool1
V1.UC11-0,V1.UC11-0,V1.UC11,E,Ref 10,Spanish,stool1
V1.UC11-5,V1.UC11-5,V1.UC11,E,Ref 10,Spanish,stool1
V1.UC12-0,V1.UC12-0,V1.UC12,E,Ref 10,Spanish,stool1
V1.UC12-4,V1.UC12-4,V1.UC12,E,Ref 10,Spanish,stool1
V1.UC13-0,V1.UC13-0,V1.UC13,E,Ref 2,Spanish,stool1
V1.UC13-3,V1.UC13-3,V1.UC13,E,Ref 10,Spanish,stool1
V1.UC14-0,V1.UC14-0,V1.UC14,E,Ref 2,Spanish,stool1
V1.UC14-1,V1.UC14-1,V1.UC14,E,Ref 10,Spanish,stool1
V1.UC15-0,V1.UC15-0,V1.UC15,E,Ref 2,Spanish,stool1
V1.UC15-3,V1.UC15-3,V1.UC15,E,Ref 10,Spanish,stool1
V1.UC16-0,V1.UC16-0,V1.UC16,E,Ref 10,Spanish,stool1
V1.UC17-0,V1.UC17-0,V1.UC17,E,Ref 2,Spanish,stool1
V1.UC17-2,V1.UC17-2,V1.UC17,E,Ref 10,Spanish,stool1
V1.UC18-0,V1.UC18-0,V1.UC18,E,Ref 2,Spanish,stool1
V1.UC19-0,V1.UC19-0,V1.UC19,E,Ref 2,Spanish,stool1
V1.UC2-0,V1.UC2-0,V1.UC2,E,Ref 10,Spanish,stool1
V1.UC21-0,V1.UC21-0,V1.UC21,E,Ref 2,Spanish,stool1
V1.UC21-4,V1.UC21-4,V1.UC21,E,Ref 10,Spanish,stool1
V1.UC22-1,V1.UC22-1,V1.UC22,E,Current study,Spanish,stool1
V1.UC23-0,V1.UC23-0,V1.UC23,E,Ref 10,Spanish,stool1
V1.UC23-1,V1.UC23-1,V1.UC23,E,Ref 10,Spanish,stool1
V1.UC2-4,V1.UC2-4,V1.UC2,E,Ref 10,Spanish,stool1
V1.UC24-0,V1.UC24-0,V1.UC24,E,Ref 10,Spanish,stool1
V1.UC25-0,V1.UC25-0,V1.UC25,E,Ref 10,Spanish,stool1
V1.UC25-1,V1.UC25-1,V1.UC25,E,Ref 10,Spanish,stool1
V1.UC26-0,V1.UC26-0,V1.UC26,E,Ref 10,Spanish,stool1
V1.UC26-4,V1.UC26-4,V1.UC26,E,Ref 10,Spanish,stool1
V1.UC27-0,V1.UC27-0,V1.UC27,E,Ref 10,Spanish,stool1
V1.UC28-0,V1.UC28-0,V1.UC28,E,Ref 10,Spanish,stool1
V1.UC29-0,V1.UC29-0,V1.UC29,E,Ref 10,Spanish,stool1
V1.UC3-0,V1.UC3-0,V1.UC3,E,Ref 10,Spanish,stool1
V1.UC30-0,V1.UC30-0,V1.UC30,E,Ref 10,Spanish,stool1
V1.UC31-0,V1.UC31-0,V1.UC31,E,Ref 10,Spanish,stool1
V1.UC31-4,V1.UC31-4,V1.UC31,E,Ref 10,Spanish,stool1
V1.UC3-2,V1.UC3-2,V1.UC3,E,Ref 10,Spanish,stool1
V1.UC32-0,V1.UC32-0,V1.UC32,E,Ref 10,Spanish,stool1
V1.UC33-0,V1.UC33-0,V1.UC33,E,Ref 10,Spanish,stool1
V1.UC34-0,V1.UC34-0,V1.UC34,E,Ref 10,Spanish,stool1
V1.UC35-0,V1.UC35-0,V1.UC35,E,Ref 10,Spanish,stool1
V1.UC35-4,V1.UC35-4,V1.UC35,E,Ref 10,Spanish,stool1
V1.UC36-0,V1.UC36-0,V1.UC36,E,Ref 10,Spanish,stool1
V1.UC37-0,V1.UC37-0,V1.UC37,E,Ref 10,Spanish,stool1
V1.UC38-0,V1.UC38-0,V1.UC38,E,Ref 10,Spanish,stool1
V1.UC38-4,V1.UC38-4,V1.UC38,E,Current study,Spanish,stool1
V1.UC39-0,V1.UC39-0,V1.UC39,E,Ref 10,Spanish,stool1
V1.UC39-4,V1.UC39-4,V1.UC39,E,Current study,Spanish,stool1
V1.UC4-0,V1.UC4-0,V1.UC4,E,Ref 10,Spanish,stool1
V1.UC40-0,V1.UC40-0,V1.UC40,E,Ref 10,Spanish,stool1
V1.UC40-1,V1.UC40-1,V1.UC40,E,Current study,Spanish,stool1
V1.UC41-0,V1.UC41-0,V1.UC41,E,Ref 10,Spanish,stool1
V1.UC42-0,V1.UC42-0,V1.UC42,E,Ref 10,Spanish,stool1
V1.UC43-0,V1.UC43-0,V1.UC43,E,Ref 10,Spanish,stool1
V1.UC44-0,V1.UC44-0,V1.UC44,E,Ref 10,Spanish,stool1
V1.UC4-5,V1.UC4-5,V1.UC4,E,Ref 10,Spanish,stool1
V1.UC45-0,V1.UC45-0,V1.UC45,E,Ref 10,Spanish,stool1
V1.UC46-0,V1.UC46-0,V1.UC46,E,Ref 10,Spanish,stool1
V1.UC47-0,V1.UC47-0,V1.UC47,E,Ref 10,Spanish,stool1
V1.UC47-4,V1.UC47-4,V1.UC47,E,Current study,Spanish,stool1
V1.UC48-0,V1.UC48-0,V1.UC48,E,Ref 10,Spanish,stool1
V1.UC49-0,V1.UC49-0,V1.UC49,E,Ref 10,Spanish,stool1
V1.UC49-1,V1.UC49-1,V1.UC49,E,Ref 10,Spanish,stool1
V1.UC5-0,V1.UC5-0,V1.UC5,E,Ref 10,Spanish,stool1
V1.UC50-1,V1.UC50-1,V1.UC50,E,Ref 10,Spanish,stool1
V1.UC51-0,V1.UC51-0,V1.UC51,E,Ref 10,Spanish,stool1
V1.UC51-4,V1.UC51-4,V1.UC51,E,Ref 10,Spanish,stool1
V1.UC52-0,V1.UC52-0,V1.UC52,E,Ref 10,Spanish,stool1
V1.UC52-1,V1.UC52-1,V1.UC52,E,Ref 10,Spanish,stool1
V1.UC5-3,V1.UC5-3,V1.UC5,E,Ref 10,Spanish,stool1
V1.UC53-0,V1.UC53-0,V1.UC53,E,Ref 10,Spanish,stool1
V1.UC53-4,V1.UC53-4,V1.UC53,E,Ref 10,Spanish,stool1
V1.UC54-0,V1.UC54-0,V1.UC54,E,Ref 10,Spanish,stool1
V1.UC54-4,V1.UC54-4,V1.UC54,E,Current study,Spanish,stool1
V1.UC55-0,V1.UC55-0,V1.UC55,E,Ref 10,Spanish,stool1
V1.UC55-4,V1.UC55-4,V1.UC55,E,Ref 10,Spanish,stool1
V1.UC56-0,V1.UC56-0,V1.UC56,E,Ref 10,Spanish,stool1
V1.UC56-1,V1.UC56-1,V1.UC56,E,Current study,Spanish,stool1
V1.UC57-0,V1.UC57-0,V1.UC57,E,Ref 10,Spanish,stool1
V1.UC58-0,V1.UC58-0,V1.UC58,E,Ref 10,Spanish,stool1
V1.UC58-4,V1.UC58-4,V1.UC58,E,Current study,Spanish,stool1
V1.UC59-0,V1.UC59-0,V1.UC59,E,Current study,Spanish,stool1
V1.UC59-4,V1.UC59-4,V1.UC59,E,Current study,Spanish,stool1
V1.UC6-0,V1.UC6-0,V1.UC6,E,Ref 2,Spanish,stool1
V1.UC60-0,V1.UC60-0,V1.UC60,E,Current study,Spanish,stool1
V1.UC61-0,V1.UC61-0,V1.UC61,E,Ref 10,Spanish,stool1
V1.UC62-0,V1.UC62-0,V1.UC62,E,Ref 10,Spanish,stool1
V1.UC63-0,V1.UC63-0,V1.UC63,E,Current study,Spanish,stool1
V1.UC64-0,V1.UC64-0,V1.UC64,E,Current study,Spanish,stool1
V1.UC7-0,V1.UC7-0,V1.UC7,E,Ref 2,Spanish,stool1
V1.UC8-0,V1.UC8-0,V1.UC8,E,Ref 2,Spanish,stool1
V1.UC9-0,V1.UC9-0,V1.UC9,E,Ref 2,Spanish,stool1
CON-001,BGI002A,CON-001,C,Ref 4,Chinese,stool1
CON-002,N006A,CON-002,C,Ref 4,Chinese,stool1
CON-003,N013A,CON-003,C,Ref 4,Chinese,stool1
CON-004,N024A,CON-004,C,Ref 4,Chinese,stool1
CON-005,N037A,CON-005,C,Ref 4,Chinese,stool1
CON-006,N038A,CON-006,C,Ref 4,Chinese,stool1
CON-007,N043A,CON-007,C,Ref 4,Chinese,stool1
CON-008,N046A,CON-008,C,Ref 4,Chinese,stool1
CON-009,N052A,CON-009,C,Ref 4,Chinese,stool1
CON-010,SZEY-26A,CON-010,C,Ref 4,Chinese,stool1
CON-011,SZEY-38A,CON-011,C,Ref 4,Chinese,stool1
